얼터너티브커피 로스터스,커피전문점,3.8,59건,166,서울 송파구 백제고분로46길 26-1 신화빌딩 1층
죠지 서울,카페,2.8,55건,128,서울 중구 을지로12길 6 한일빌딩 302호
카페제하,카페,4.5,15건,94,서울 양천구 목동동로 177 삼성쉐르빌2차 1층
공간다반사,카페,3.7,26건,163,서울 영등포구 당산로52길 4
빈플루,디저트카페,3.9,19건,64,서울 서대문구 응암로 118 1층
아우어커피 강남점,커피전문점,3.1,33건,280,서울 강남구 봉은사로4길 20 2층
커피스트,커피전문점,4.3,107건,71,서울 종로구 경희궁길 39 1층
수수커피 가로수길점,커피전문점,3.6,23건,64,서울 강남구 강남대로154길 24 준영빌딩 1층
8810리스트레토바,커피전문점,4.5,23건,86,서울 마포구 월드컵북로6길 88-10
을지다방,다방,4.5,12건,37,서울 중구 충무로 72-1 2층
버터밀크,카페,4.0,111건,123,서울 마포구 와우산로 130 1층
그린마일커피 북촌점,커피전문점,3.2,33건,181,"서울 종로구 북촌로 64 1,2층"
근린커피,카페,4.0,23건,113,서울 은평구 응암로21길 23
하이웨이스트,카페,2.8,28건,299,서울 마포구 성미산로 167-9
샐러드셀러,카페,4.2,52건,132,서울 용산구 대사관로5길 28 202호
그레인바운더리,테마카페,2.8,12건,80,서울 종로구 삼일대로 388-7 1층
테일러커피 연남2호점,커피전문점,4.3,37건,150,"서울 마포구 성미산로 187 1층, 2층"
듀자미,디저트카페,3.0,118건,264,서울 강남구 도산대로11길 28 1층
정식카페,카페,3.4,18건,195,서울 강남구 선릉로158길 11 1층
에브리데이몬데이,갤러리카페,4.3,23건,120,서울 송파구 송파대로48길 14
포말커피,카페,4.7,24건,152,서울 관악구 신림로67길 25 2층
마를리,카페,2.9,31건,265,서울 성동구 연무장길 47 1층
루프808,카페,4.2,65건,211,서울 강남구 강남대로 470 16층
W카페,카페,2.8,10건,34,서울 마포구 동교로25길 16
프리퍼커피로스터스,커피전문점,4.3,44건,123,서울 서초구 반포대로5길 4 1층
카페그라쎄,카페,4.4,21건,77,서울 강남구 도산대로17길 19 온암빌딩 1층
테라로사 코엑스점,커피전문점,3.4,52건,129,서울 강남구 영동대로 513 1층
엘카페커피로스터스 선유도점,커피전문점,3.7,50건,70,서울 영등포구 양평로21나길 7 1층
미즐카페엠,카페,3.6,29건,137,서울 강북구 4.19로 107
팜스프링스,카페,4.5,24건,250,서울 영등포구 도신로60길 22-3 2층
루프트커피 망원점,커피전문점,2.9,7건,100,"서울 마포구 망원로6길 65 1,2층"
카페노티드 삼성,디저트카페,3.5,19건,282,서울 강남구 테헤란로103길 9 1층
카페노티드 잠실,카페,3.0,28건,414,서울 송파구 백제고분로45길 3 2층
미완성식탁,디저트카페,3.6,53건,77,서울 마포구 망원로6길 37
체리커피,커피전문점,2.7,27건,134,서울 광진구 능동로 284
연남방앗간,카페,3.1,36건,251,서울 마포구 동교로29길 34 1층
모멘트커피 1호점,카페,3.7,17건,113,서울 마포구 양화로23길 30
끼룩하우스,카페,3.2,23건,303,서울 종로구 돈화문로11나길 26-4
안다즈커피,커피전문점,3.8,27건,155,서울 광진구 천호대로132길 10 1층
제비다방,다방,4.3,70건,42,서울 마포구 와우산로 24
씨스루 홍대연남점,디저트카페,4.6,14건,160,서울 마포구 동교로 266-6 1층
라페름,카페,3.3,99건,248,서울 용산구 이태원로54길 32 202호
더페이머스램,카페,3.6,101건,108,서울 마포구 월드컵북로 19 1층
키이스케이프 강남점,테마카페,5.0,3건,120,서울 강남구 강남대로96길 17
파시0914,카페,3.8,5건,43,서울 강남구 도산대로45길 15 지하 1층
도트블랭킷,카페,4.5,30건,123,서울 종로구 윤보선길 22 1층
한남베르그,카페,4.0,34건,162,서울 용산구 이태원로54길 58-26 1층
히어로보드게임카페 홍대1호점,보드카페,4.8,60건,58,서울 마포구 와우산로21길 31-10 2층
이미,카페,4.2,90건,133,서울 마포구 동교로25길 7
커피냅로스터스 연남동,카페,4.2,28건,211,서울 마포구 성미산로27길 70
심세정,디저트카페,3.4,38건,206,서울 중구 퇴계로 409-11 1층
카페클로이인패리스,디저트카페,4.8,15건,160,서울 마포구 성미산로 190-3 1층
